user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
6543ab78986d42c7abb2e6c9	Psychology_tweet_62_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: CONCLUSIONS AND RELEVANCE Although WET involves fewer sessions, it was noninferior to CPT in reducing symptoms of PTSD. The findings suggest that WET is an efficacious and efficient PTSD treatment that may reduce attrition and transcend previously observed barriers to PTSD treatment for both patients and providers. 3 Also included in this recommended group of treatments is written narrative exposure, which the clinical practice guideline notes is a simple, yet effective, way to deliver exposure therapy for PTSD.""><b>Finding:</b></span> The findings suggest that WET is an efficacious and efficient PTSD treatment that may reduce attrition and transcend previously observed barriers to PTSD treatment for both patients and providers."			2																						[{'start': 782, 'end': 785, 'span': 'may', 'annotation': 'Words indicating uncertainty'}]	[]
6543ab78986d42c7abb2e6c9	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
6543ab78986d42c7abb2e6c9	Experience.html	Experience											2				3				4						[]	[]
6543ab78986d42c7abb2e6c9	Psychology_tweet_62_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Written exposure therapy and cognitive processing therapy are effective for treatment of #PTSD; PTSD can be effectively treated with a 5-session #psychotherapy.  ""><b>Finding:</b></span> Written exposure therapy and cognitive processing therapy are effective for treatment of #PTSD; PTSD can be effectively treated with a 5-session #psychotherapy.  "	3																								[]	[{'start': 445, 'end': 451, 'span': 'can be', 'annotation': 'Words indicating certainty'}]
6543ab78986d42c7abb2e6c9	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.	3																								[]	[]
60800346cc023bfe8bfa28fe	Psychology_433_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, the LIP neurons did not respond at all when the monkeys were passively viewing the same images without performing the task. The team also noted how individual neurons were able to shift their sensitivity to a particular color and particular direction. For instance, when the monkeys looked for red dots moving upward, a neuron would respond strongly to dots moving in directions close to upward motion and colors close to red.""><b>Finding:</b></span> The team also noted how individual neurons were able to shift their sensitivity to a particular color and particular direction."				4																					[]	[{'start': 626, 'end': 678, 'span': 'also noted how individual neurons were able to shift', 'annotation': 'Words indicating certainty'}]
60800346cc023bfe8bfa28fe	Psychology_354_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In doing so, we contribute to the literature by demonstrating that labels do not have to reference the consumer to have an effect (as has been shown in past research), but that consumers can be affected by implied labels supplied by external sources. We also contribute to the broader literature on self-learning ) by demonstrating that implied social labels such as those from behaviorally targeted ads can be a source of self-learning and that such learning is contingent on the connection between this implied information and a person's prior behavior. This research also adds to the literature on identity marketing.""><b>Finding:</b></span> We also contribute to the broader literature on self-learning ) by demonstrating that implied social labels such as those from behaviorally targeted ads can be a source of self-learning and that such learning is contingent on the connection between this implied information and a person's prior behavior."	3																								[{'start': 956, 'end': 988, 'span': 'can be a source of self-learning', 'annotation': 'Words indicating uncertainty'}, {'start': 1013, 'end': 1024, 'span': 's contingen', 'annotation': 'Words indicating uncertainty'}]	[{'start': 870, 'end': 952, 'span': 'demonstrating that implied social labels such as those from behaviorally targeted ', 'annotation': 'Words indicating certainty'}]
60800346cc023bfe8bfa28fe	Psychology_tweet_143_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Results: We found that full body illusions were experienced by patients with chronic pain and further, that pain intensity was reduced by an average of 37% after illusion (synchronous) conditions. Conclusion: These findings add support to theories that high-level multisensory body representations can interact with homeostatic regulation and pain perception. Significance: Pain intensity in chronic pain patients was reduced by 37% by 'out of body' illusions.""><b>Finding:</b></span> Conclusion: These findings add support to theories that high-level multisensory body representations can interact with homeostatic regulation and pain perception."	3																								[{'start': 670, 'end': 693, 'span': 'add support to theories', 'annotation': 'Words indicating uncertainty'}]	[{'start': 694, 'end': 761, 'span': 'that high-level multisensory body representations can interact with', 'annotation': 'Words indicating certainty'}]
60800346cc023bfe8bfa28fe	Psychology_146_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Functional connectivity analyses revealed underconnectivity between frontal and posterior regions during task performance in the ASD participants. Conclusions: Overall, the findings of this study reveal disruptions in the brain circuitry underlying ToM in ASD at multiple levels, including decreased activation and decreased functional connectivity. ToM also influences the quality of social interactions by enabling people to effectively navigate the interpersonal world and make common sense explanations of others' behavior.""><b>Finding:</b></span> Conclusions: Overall, the findings of this study reveal disruptions in the brain circuitry underlying ToM in ASD at multiple levels, including decreased activation and decreased functional connectivity."				4																					[]	[{'start': 723, 'end': 815, 'span': 'Overall, the findings of this study reveal disruptions in the brain circuitry underlying ToM', 'annotation': 'Words indicating certainty'}]
60800346cc023bfe8bfa28fe	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
60800346cc023bfe8bfa28fe	Psychology_146_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: An innovative brain imaging study has uncovered new evidence explaining why ToM deficiencies are present in ASD children. Published in Molecular Autism, the research reveals disruptions in the brain's circuitry involved in ToM at multiple levels compared to typical brain functioning. The findings provide valuable insight into understanding the functional makeup of a vital neural network that is critical for characterizing the social symptoms in individuals with ASD.""><b>Finding:</b></span> An innovative brain imaging study has uncovered new evidence explaining why ToM deficiencies are present in ASD children."				4																					[]	[{'start': 651, 'end': 712, 'span': ' An innovative brain imaging study has uncovered new evidence', 'annotation': 'Words indicating certainty'}]
60800346cc023bfe8bfa28fe	Psychology_156_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Consumers who knew they had received a targeted ad reported being more interested in the advertised product, and even changed their self-perceptions to be more in line with what the ad implied about them."" ""Consumers who knew they had received a targeted ad reported being more interested in the advertised product, and even changed their self-perceptions to be more in line with what the ad implied about them,"" she explains. While the effectiveness of behaviorally targeted ads is great news for marketers, these findings bring up some troubling hypotheticals.""><b>Finding:</b></span> ""Consumers who knew they had received a targeted ad reported being more interested in the advertised product, and even changed their self-perceptions to be more in line with what the ad implied about them,"" she explains."	3																								[]	[{'start': 734, 'end': 832, 'span': 'reported being more interested in the advertised product, and even changed their self-perceptions ', 'annotation': 'Words indicating certainty'}]
60800346cc023bfe8bfa28fe	Psychology_tweet_143_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: PubMED:- Putting pain out of mind with an 'out of body' illusion.  #fibro""><b>Finding:</b></span> PubMED:- Putting pain out of mind with an 'out of body' illusion.  #fibro"	3																								"[{'start': 297, 'end': 320, 'span': ""'out of body' illusion."", 'annotation': 'Words indicating uncertainty'}]"	[]
60800346cc023bfe8bfa28fe	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
60800346cc023bfe8bfa28fe	Psychology_354_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We like to think we are quite certain of who we are, but this study suggests that's not quite the case,"" he said. ""We are actually open to suggestions that can change, for example, how 'outdoorsy' or 'sophisticated' we feel we are. Our views of ourselves can be nudged one way or the other by something as simple as an online ad.""""><b>Finding:</b></span> Our views of ourselves can be nudged one way or the other by something as simple as an online ad."""	3																								[{'start': 645, 'end': 658, 'span': 'can be nudged', 'annotation': 'Words indicating uncertainty'}]	"[{'start': 659, 'end': 720, 'span': 'one way or the other by something as simple as an online ad.""', 'annotation': 'Words indicating certainty'}]"
