user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Explicitly states: no relation	how-causal-is-the-finding:::Correlation	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_5	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Explicit mentions of no relation	span_annotation:::Correlation
5e316786814a08000dfb4bdb	Psychology_261_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Cognitive scientists Catarina Vales and Linda Smith say that their findings open up new avenues for research into the way language shapes the course of developmental disabilities such as ADHD, difficulties with school, and other attention-related problems. ""If the name of the target object was also said, the children were much faster at finding it and less distracted by the other objects in the scene,"" Vales, a graduate student in the Department of Psychological and Brain Sciences, said in a recent statement. ""What we've shown is that in 3-year-old children, words activate memories that then rapidly deploy attention and lead children to find the relevant object in a cluttered array,"" said Smith, Chancellor's Professor in the Department of Psychological and Brain Sciences.""><b>Finding:</b></span> ""If the name of the target object was also said, the children were much faster at finding it and less distracted by the other objects in the scene,"" Vales, a graduate student in the Department of Psychological and Brain Sciences, said in a recent statement."				2																					[]	[]	[{'start': 1058, 'end': 1063, 'span': 'also ', 'annotation': 'Correlation'}, {'start': 1063, 'end': 1067, 'span': 'said', 'annotation': 'Correlation'}]
5e316786814a08000dfb4bdb	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
5e316786814a08000dfb4bdb	Psychology_239_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This is likely easier to accomplish for lifestyle brands and brands with strong personalities . Finally, we suggest that the adjustments to self-perceptions produced by behaviorally targeted ads may not only improve sales of the featured product at the time of ad exposure, but also future sales of the product and, potentially, of the entire category. Specifically, when consumers accept the label they infer from a behaviorally targeted ad, the extent to which they use these self-perceptions as a basis for making a purchase decision increases.""><b>Finding:</b></span> Finally, we suggest that the adjustments to self-perceptions produced by behaviorally targeted ads may not only improve sales of the featured product at the time of ad exposure, but also future sales of the product and, potentially, of the entire category."				2																					[]	[]	[{'start': 742, 'end': 750, 'span': 'suggest ', 'annotation': 'Correlation'}]
5e316786814a08000dfb4bdb	Psychology_239_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The ad has to be plausible to the consumer for it have any effect,"" Reczek said. While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them. ""If you're a person who goes out hiking occasionally and you see a behaviorally targeted ad for hiking boots that suggests you're rugged and outdoorsy, our results suggest you will feel more outdoorsy and then be more likely to buy that product,"" Reczek said.""><b>Finding:</b></span> While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them."				2																					[]	[]	[{'start': 992, 'end': 1001, 'span': 'suggests ', 'annotation': 'Correlation'}]
5e316786814a08000dfb4bdb	Psychology_17_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They found that regardless of cultural background circumcised boys may run a greater risk of developing ASD. The researchers also made the observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families. Risk was particularly high for infantile autism before the age of five, at least in epidemiology.""><b>Finding:</b></span> The researchers also made the observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families."	3																								[{'start': 572, 'end': 582, 'span': 'increased ', 'annotation': 'Causation'}]	[]	[]
5e316786814a08000dfb4bdb	Psychology_tweet_140_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 3 , the interaction of target condition and birth experience was also not significant, F(1, 352) = 0.08, n.s., indicating that the differences in saccade latencies of vaginally delivered infants relative to infants delivered by caesarean section were similar when a target was presented alone (vaginal . Thus, irrespective of whether infants had to initiate a saccadic eye movement to a single item or to a stimulus item in the presence of a competing item, those who were delivered by caesarean section took longer to allocate attention and initiate that eye movement than did those who were delivered vaginally. Alternatively, the slowed attentional responses of caesarean-section infants relative to vaginal infants might have been due to other factors.""><b>Finding:</b></span> Thus, irrespective of whether infants had to initiate a saccadic eye movement to a single item or to a stimulus item in the presence of a competing item, those who were delivered by caesarean section took longer to allocate attention and initiate that eye movement than did those who were delivered vaginally."		1																							[]	[]	[]
5e316786814a08000dfb4bdb	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
57473b847fd0ec000db6842a	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.			4																						[]	[]	[]
57473b847fd0ec000db6842a	Psychology_tweet_151_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Moreover, given that the cortical N1 onset response emerges during adolescence while the P1 response declines , and that We show that in-school music training changes the course of adolescent brain development. Relative to an active control group that shows the expected wane in subcortical response consistency, adolescents undertaking in-school music training maintained heightened neural consistency throughout high school.""><b>Finding:</b></span> We show that in-school music training changes the course of adolescent brain development."	3																								[]	[]	[]
57473b847fd0ec000db6842a	Psychology_451_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In other words, people of both sexes tend to express women's drinking in moderate terms. ""This is likely due to differences in social and gender norms for female drinkers compared to male drinkers,"" said study researcher Ash Levitt, a research scientist at the Research Institute on Addictions at the University at Buffalo, SUNY. The drinking culture on campus may still make it seem that it is less acceptable for women to drink as much as guysdo, and women who drink a lot may be negatively perceived by other women and men -- this may be why women downplay even heavy drinking by using terms like ""tipsy"" to describe themselves, the researchers suggest.""><b>Finding:</b></span> ""This is likely due to differences in social and gender norms for female drinkers compared to male drinkers,"" said study researcher Ash Levitt, a research scientist at the Research Institute on Addictions at the University at Buffalo, SUNY."				2																					[]	[]	[{'start': 944, 'end': 950, 'span': 'likely', 'annotation': 'Correlation'}, {'start': 1017, 'end': 1025, 'span': 'compared', 'annotation': 'Correlation'}]
